5533,Union Mills,S,NY,12025,Fulton,0.07
5534,Burnt Hills,S,NY,12027,Saratoga,0.07
5535,Buskirk,S,NY,12028,Rensselaer,0.08
5536,Canaan,S,NY,12029,Columbia,0.08
5537,Carlisle,S,NY,12031,Schoharie,0.08
5538,Caroga Lake,S,NY,12032,Fulton,0.07
5539,Canada Lake,S,NY,12032,Fulton,0.07
5540,Pine Lake,S,NY,12032,Fulton,0.07
5541,Castleton On Hudson,S,NY,12033,Rensselaer,0.08
5542,Central Bridge,S,NY,12035,Schoharie,0.08
5543,Charlotteville,S,NY,12036,Schoharie,0.08
5544,Chatham,S,NY,12037,Columbia,0.08
5545,Cherry Plain,S,NY,12040,Rensselaer,0.08
5546,Clarksville,S,NY,12041,Albany,0.08
5547,Climax,S,NY,12042,Greene,0.08
5548,Cobleskill,S,NY,12043,Schoharie,0.08
5549,Dorloo,S,NY,12043,Schoharie,0.08
5550,Hyndsville,S,NY,12043,Schoharie,0.08
5551,Seward,S,NY,12043,Schoharie,0.08
5552,Janesville,S,NY,12043,Schoharie,0.08
5553,Coeymans,S,NY,12045,Albany,0.08
5554,Coeymans Hollow,S,NY,12046,Albany,0.08
5555,Cohoes,S,NY,12047,Albany,0.08
5556,Columbiaville,S,NY,12050,Columbia,0.08
5557,Coxsackie,S,NY,12051,Greene,0.08
5558,Cropseyville,S,NY,12052,Rensselaer,0.08
5559,Delanson,S,NY,12053,Schenectady,0.08
5560,Braman Corners,S,NY,12053,Schenectady,0.08
5561,Delmar,S,NY,12054,Albany,0.08
5562,Elsmere,S,NY,12054,Albany,0.08
5563,Bethlehem,S,NY,12054,Albany,0.08
5564,Dormansville,S,NY,12055,Albany,0.08
5565,Westerlo,S,NY,12055,Albany,0.08
5566,Duanesburg,S,NY,12056,Schenectady,0.08
5567,Princetown,S,NY,12056,Schenectady,0.08
5568,Eagle Bridge,S,NY,12057,Washington,0.07
5569,White Creek,S,NY,12057,Washington,0.07
5570,Earlton,S,NY,12058,Greene,0.08
5571,East Berne,S,NY,12059,Albany,0.08
5572,East Chatham,S,NY,12060,Columbia,0.08
5573,Red Rock,S,NY,12060,Columbia,0.08
5574,East Greenbush,S,NY,12061,Rensselaer,0.08
5575,East Nassau,S,NY,12062,Rensselaer,0.08
5576,East Schodack,S,NY,12063,Rensselaer,0.08
5577,East Worcester,S,NY,12064,Otsego,0.08
5578,Clifton Park,S,NY,12065,Saratoga,0.07
5579,Elnora,S,NY,12065,Saratoga,0.07
5580,Jonesville,S,NY,12065,Saratoga,0.07
5581,Esperance,S,NY,12066,Montgomery,0.08
5582,Burtonsville,S,NY,12066,Montgomery,0.08
5583,Feura Bush,S,NY,12067,Albany,0.08
5584,Fonda,S,NY,12068,Montgomery,0.08
5585,Sammonsville,S,NY,12068,Montgomery,0.08
5586,Fort Hunter,S,NY,12069,Montgomery,0.08
5587,Fort Johnson,S,NY,12070,Montgomery,0.08
5588,Fultonham,S,NY,12071,Schoharie,0.08
5589,Fultonville,S,NY,12072,Montgomery,0.08
5590,Gallupville,S,NY,12073,Schoharie,0.08
5591,Galway,S,NY,12074,Saratoga,0.07
5592,Ghent,S,NY,12075,Columbia,0.08
5593,Gilboa,S,NY,12076,Schoharie,0.08
5594,Glenmont,S,NY,12077,Albany,0.08
5595,Bethlehem Center,S,NY,12077,Albany,0.08
5596,Gloversville,S,NY,12078,Fulton,0.07
5597,Meco,S,NY,12078,Fulton,0.07
5598,Bleecker,S,NY,12078,Fulton,0.07
5599,Grafton,S,NY,12082,Rensselaer,0.08
5600,Greenville,S,NY,12083,Greene,0.08
5601,Guilderland,S,NY,12084,Albany,0.08
5602,Guilderland Center,S,NY,12085,Albany,0.08
5603,Hagaman,S,NY,12086,Montgomery,0.08
5604,Hannacroix,S,NY,12087,Greene,0.08
5605,Hoosick,S,NY,12089,Rensselaer,0.08
5606,Hoosick Falls,S,NY,12090,Rensselaer,0.08
5607,Boyntonville,S,NY,12090,Rensselaer,0.08
5608,Walloomsac,S,NY,12090,Rensselaer,0.08
5609,Howes Cave,S,NY,12092,Schoharie,0.07
5610,Bramanville,S,NY,12092,Schoharie,0.07
5611,Barnerville,S,NY,12092,Schoharie,0.07
5612,Jefferson,S,NY,12093,Schoharie,0.0775
5613,North Harpersfield,S,NY,12093,Schoharie,0.0775
5614,East Jefferson,S,NY,12093,Schoharie,0.0775
5615,Johnsonville,S,NY,12094,Rensselaer,0.08
5616,Johnstown,S,NY,12095,Fulton,0.07
5617,Rockwood,S,NY,12095,Fulton,0.07
5618,Kinderhook,S,NY,12106,Columbia,0.08
5619,Knox,S,NY,12107,Albany,0.08
5620,Lake Pleasant,S,NY,12108,Hamilton,0.07
5621,Latham,S,NY,12110,Albany,0.08
5622,Latham,S,NY,12111,Albany,0.08
51674,LAWYERSVILLE,,NY,12113,Albany,0.08
5623,Malden Bridge,S,NY,12115,Columbia,0.08
5624,Maryland,S,NY,12116,Otsego,0.08
5625,Mayfield,S,NY,12117,Fulton,0.07
5626,Mechanicville,S,NY,12118,Saratoga,0.07
5627,Medusa,S,NY,12120,Albany,0.08
5628,Melrose,S,NY,12121,Rensselaer,0.08
5629,Middleburgh,S,NY,12122,Schoharie,0.08
5630,Breakabeen,S,NY,12122,Schoharie,0.08
5631,Livingstonville,S,NY,12122,Schoharie,0.08
5632,Nassau,S,NY,12123,Rensselaer,0.08
5633,New Baltimore,S,NY,12124,Greene,0.08
5634,New Lebanon,S,NY,12125,Columbia,0.08
5635,New Lebanon Center,S,NY,12125,Columbia,0.08
5636,Newtonville,S,NY,12128,Albany,0.08
5637,Niverville,S,NY,12130,Columbia,0.08
5638,North Blenheim,S,NY,12131,Schoharie,0.08
5639,North Chatham,S,NY,12132,Columbia,0.08
5640,North Hoosick,S,NY,12133,Rensselaer,0.08
5641,Northville,S,NY,12134,Fulton,0.07
5642,Edinburg,S,NY,12134,Fulton,0.07
5643,Benson,S,NY,12134,Fulton,0.07
5644,Hope,S,NY,12134,Fulton,0.07
5645,Hope Falls,S,NY,12134,Fulton,0.07
5646,Sacandaga,S,NY,12134,Fulton,0.07
5647,Batchellerville,S,NY,12134,Fulton,0.07
51675,NORTON HILL,,NY,12135,Columbia,0.08
5648,Old Chatham,S,NY,12136,Columbia,0.08
5649,Pattersonville,S,NY,12137,Schenectady,0.08
5650,Mariaville,S,NY,12137,Schenectady,0.08
5651,Petersburgh,S,NY,12138,Rensselaer,0.08
5652,Petersburg,S,NY,12138,Rensselaer,0.08
5653,North Petersburg,S,NY,12138,Rensselaer,0.08
5654,Taconic Lake,S,NY,12138,Rensselaer,0.08
5655,Piseco,S,NY,12139,Hamilton,0.07
5656,Arietta,S,NY,12139,Hamilton,0.07
5657,Poestenkill,S,NY,12140,Rensselaer,0.08
5658,Quaker Street,S,NY,12141,Schenectady,0.08
5659,Ravena,S,NY,12143,Albany,0.08
5660,Rensselaer,S,NY,12144,Rensselaer,0.08
5661,Defreestville,S,NY,12144,Rensselaer,0.08
5662,Rensselaerville,S,NY,12147,Albany,0.08
5663,Rexford,S,NY,12148,Saratoga,0.07
5664,Vischer Ferry,S,NY,12148,Saratoga,0.07
5665,Richmondville,S,NY,12149,Schoharie,0.08
5666,Rotterdam Junction,S,NY,12150,Schenectady,0.08
5667,Round Lake,S,NY,12151,Saratoga,0.07
5668,Ushers,S,NY,12151,Saratoga,0.07
5669,Sand Lake,S,NY,12153,Rensselaer,0.08
5670,Taborton,S,NY,12153,Rensselaer,0.08
5671,Schaghticoke,S,NY,12154,Rensselaer,0.08
5672,Schenevus,S,NY,12155,Otsego,0.08
5673,Westville,S,NY,12155,Otsego,0.08
5674,Elk Creek,S,NY,12155,Otsego,0.08
5675,Fergusonville,S,NY,12155,Otsego,0.08
5676,Simpsonville,S,NY,12155,Otsego,0.08
5677,Schodack Landing,S,NY,12156,Rensselaer,0.08
5678,Schoharie,S,NY,12157,Schoharie,0.08
5679,Selkirk,S,NY,12158,Albany,0.08
5680,Beckers Corners,S,NY,12158,Albany,0.08
5681,Slingerlands,S,NY,12159,Albany,0.08
5682,Sloansville,S,NY,12160,Schoharie,0.08
5683,South Bethlehem,S,NY,12161,Albany,0.08
5684,South Schodack,S,NY,12162,Rensselaer,0.08
5685,Speculator,S,NY,12164,Hamilton,0.07
5686,Spencertown,S,NY,12165,Columbia,0.08
5687,Sprakers,S,NY,12166,Montgomery,0.08
5688,Lykers,S,NY,12166,Montgomery,0.08
5689,Rural Grove,S,NY,12166,Montgomery,0.08
5690,Stamford,S,NY,12167,Delaware,0.08
5691,Stephentown,S,NY,12168,Rensselaer,0.08
5692,Stephentown Center,S,NY,12168,Rensselaer,0.08
5693,Stephentown,S,NY,12169,Rensselaer,0.08
5694,Stillwater,S,NY,12170,Saratoga,0.07
5695,Bemis Heights,S,NY,12170,Saratoga,0.07
5696,Stottville,S,NY,12172,Columbia,0.08
5697,Stuyvesant,S,NY,12173,Columbia,0.08
5698,Newton Hook,S,NY,12173,Columbia,0.08
5699,Stuyvesant Falls,S,NY,12174,Columbia,0.08
5700,Summit,S,NY,12175,Schoharie,0.08
5701,Surprise,S,NY,12176,Greene,0.08
5702,Tribes Hill,S,NY,12177,Montgomery,0.08
5703,Troy,S,NY,12179,Rensselaer,0.08
5704,Troy,S,NY,12180,Rensselaer,0.08
5705,Raymertown,S,NY,12180,Rensselaer,0.08
5706,Eagle Mills,S,NY,12180,Rensselaer,0.08
5707,Center Brunswick,S,NY,12180,Rensselaer,0.08
5708,Brunswick,S,NY,12180,Rensselaer,0.08
5709,Snyders Lake,S,NY,12180,Rensselaer,0.08
5710,Snyders Corners,S,NY,12180,Rensselaer,0.08
5711,Troy,S,NY,12181,Rensselaer,0.08
5712,Troy,S,NY,12182,Rensselaer,0.08
5713,Pleasantdale,S,NY,12182,Rensselaer,0.08
5714,Green Island,S,NY,12183,Albany,0.08
5715,Troy,S,NY,12183,Rensselaer,0.08
5716,Valatie,S,NY,12184,Columbia,0.08
5717,Chatham Center,S,NY,12184,Columbia,0.08
5718,Valley Falls,S,NY,12185,Rensselaer,0.08
5719,Voorheesville,S,NY,12186,Albany,0.08
5720,Reidsville,S,NY,12186,Albany,0.08
5721,Warnerville,S,NY,12187,Schoharie,0.08
5722,Waterford,S,NY,12188,Saratoga,0.07
5723,Halfmoon,S,NY,12188,Saratoga,0.07
5724,Watervliet,S,NY,12189,Albany,0.08
5725,Wells,S,NY,12190,Hamilton,0.07
5726,West Coxsackie,S,NY,12192,Greene,0.08
5727,Coxsackie,S,NY,12192,Greene,0.08
5728,Westerlo,S,NY,12193,Albany,0.08
5729,West Fulton,S,NY,12194,Schoharie,0.08
5730,West Lebanon,S,NY,12195,Columbia,0.08
5731,West Sand Lake,S,NY,12196,Rensselaer,0.08
5732,Worcester,S,NY,12197,Otsego,0.08
5733,Decatur,S,NY,12197,Otsego,0.08
5734,South Worcester,S,NY,12197,Otsego,0.08
5735,Wynantskill,S,NY,12198,Rensselaer,0.08
5736,North Greenbush,S,NY,12198,Rensselaer,0.08
5737,Albany,S,NY,12201,Albany,0.08
5738,Albany,S,NY,12202,Albany,0.08
5739,Albany,S,NY,12203,Albany,0.08
5740,McKownville,S,NY,12203,Albany,0.08
5741,Westmere,S,NY,12203,Albany,0.08
5742,Albany,S,NY,12204,Albany,0.08
5743,Menands,S,NY,12204,Albany,0.08
5744,Albany,S,NY,12205,Albany,0.08
5745,Colonie,S,NY,12205,Albany,0.08
5746,Albany,S,NY,12206,Albany,0.08
5747,Albany,S,NY,12207,Albany,0.08
5748,Albany,S,NY,12208,Albany,0.08
5749,Albany,S,NY,12209,Albany,0.08
5750,Albany,S,NY,12210,Albany,0.08
5751,Loudonville,S,NY,12211,Albany,0.08
5752,Albany,S,NY,12211,Albany,0.08
5753,Albany,S,NY,12212,Albany,0.08
5754,Albany,S,NY,12214,Albany,0.08
5755,Albany,S,NY,12220,Albany,0.08
5756,Albany,S,NY,12222,Albany,0.08
5757,Albany,S,NY,12223,Albany,0.08
5758,Albany,S,NY,12224,Albany,0.08
5759,Albany,S,NY,12225,Albany,0.08
5760,Albany,S,NY,12226,Albany,0.08
5761,Albany,S,NY,12227,Albany,0.08
5762,Albany,S,NY,12228,Albany,0.08
5763,Albany,S,NY,12229,Albany,0.08
5764,Albany,S,NY,12230,Albany,0.08
5765,Albany,S,NY,12231,Albany,0.08
5766,Albany,S,NY,12232,Albany,0.08
5767,Albany,S,NY,12233,Albany,0.08
5768,Albany,S,NY,12234,Albany,0.08
5769,Albany,S,NY,12235,Albany,0.08
5770,Albany,S,NY,12236,Albany,0.08
5771,Albany,S,NY,12237,Albany,0.08
5772,Albany,S,NY,12238,Albany,0.08
5773,Albany,S,NY,12239,Albany,0.08
5774,Albany,S,NY,12240,Albany,0.08
5775,Albany,S,NY,12241,Albany,0.08
5776,Albany,S,NY,12242,Albany,0.08
5777,Albany,S,NY,12243,Albany,0.08
5778,Albany,S,NY,12244,Albany,0.08
5779,Albany,S,NY,12245,Albany,0.08
5780,Albany,S,NY,12246,Albany,0.08
5781,Albany,S,NY,12247,Albany,0.08
5782,Albany,S,NY,12248,Albany,0.08
5783,Albany,S,NY,12249,Albany,0.08
5784,Albany,S,NY,12250,Albany,0.08
5785,Albany,S,NY,12252,Albany,0.08
5786,Albany,S,NY,12255,Albany,0.08
5787,Albany,S,NY,12256,Albany,0.08
5788,Albany,S,NY,12257,Albany,0.08
5789,Albany,S,NY,12260,Albany,0.08
5790,Albany,S,NY,12261,Albany,0.08
5791,Albany,S,NY,12262,Albany,0.08
5792,Albany,S,NY,12288,Albany,0.08
5793,Schenectady,S,NY,12301,Schenectady,0.08
5794,Scotia,S,NY,12302,Schenectady,0.08
5795,Schenectady,S,NY,12302,Schenectady,0.08
5796,Schdy,S,NY,12302,Schenectady,0.08
5797,East Glenville,S,NY,12302,Schenectady,0.08
5798,Schenectady,S,NY,12303,Schenectady,0.08
5799,Schenectady,S,NY,12304,Schenectady,0.08
5800,Schenectady,S,NY,12305,Schenectady,0.08
5801,Schenectady,S,NY,12306,Schenectady,0.08
5802,Schenectady,S,NY,12307,Schenectady,0.08
5803,Schenectady,S,NY,12308,Schenectady,0.08
5805,Niskayuna,S,NY,12309,Schenectady,0.08
5804,Schenectady,S,NY,12309,Schenectady,0.08
5806,Glenville,S,NY,12325,Schenectady,0.08
5807,Schenectady,S,NY,12325,Schenectady,0.08
5808,Schenectady,S,NY,12345,Schenectady,0.08
5809,Kingston,S,NY,12401,Ulster,0.08
5810,Eddyville,S,NY,12401,Ulster,0.08
5811,Saint Remy,S,NY,12401,Ulster,0.08
5812,East Kingston,S,NY,12401,Ulster,0.08
5813,Kingston,S,NY,12402,Ulster,0.08
5814,Accord,S,NY,12404,Ulster,0.08
5815,Lyonsville,S,NY,12404,Ulster,0.08
5816,Leibhardt,S,NY,12404,Ulster,0.08
5817,Mettacahonts,S,NY,12404,Ulster,0.08
5818,Acra,S,NY,12405,Greene,0.08
5819,South Durham,S,NY,12405,Greene,0.08
5820,Arkville,S,NY,12406,Delaware,0.08
5821,Ashland,S,NY,12407,Greene,0.08
5822,Bearsville,S,NY,12409,Ulster,0.08
5823,Shady,S,NY,12409,Ulster,0.08
5824,Big Indian,S,NY,12410,Ulster,0.08
5825,Oliverea,S,NY,12410,Ulster,0.08
5826,Bloomington,S,NY,12411,Ulster,0.08
5827,Creek Locks,S,NY,12411,Ulster,0.08
5828,Boiceville,S,NY,12412,Ulster,0.08
5829,Cairo,S,NY,12413,Greene,0.08
5830,Sunside,S,NY,12413,Greene,0.08
5831,Catskill,S,NY,12414,Greene,0.08
5832,Kiskatom,S,NY,12414,Greene,0.08
5833,Chichester,S,NY,12416,Ulster,0.08
5834,Connelly,S,NY,12417,Ulster,0.08
5835,Cornwallville,S,NY,12418,Greene,0.08
5836,Cottekill,S,NY,12419,Ulster,0.08
5837,Cragsmoor,S,NY,12420,Ulster,0.08
5838,Denver,S,NY,12421,Delaware,0.08
5839,Durham,S,NY,12422,Greene,0.08
5840,East Durham,S,NY,12423,Greene,0.08
5841,Tannersville,S,NY,12424,Greene,0.08
5842,East Jewett,S,NY,12424,Greene,0.08
5843,Elka Park,S,NY,12427,Greene,0.08
5844,Ellenville,S,NY,12428,Ulster,0.08
5845,Ulster Heights,S,NY,12428,Ulster,0.08
5846,Esopus,S,NY,12429,Ulster,0.08
5847,Fleischmanns,S,NY,12430,Delaware,0.08
5848,Halcott Center,S,NY,12430,Delaware,0.08
5849,Bedell,S,NY,12430,Delaware,0.08
5850,Freehold,S,NY,12431,Greene,0.08
5851,Glasco,S,NY,12432,Ulster,0.08
5852,Glenford,S,NY,12433,Ulster,0.08
5853,Grand Gorge,S,NY,12434,Delaware,0.08
5854,Greenfield Park,S,NY,12435,Ulster,0.08
5855,Haines Falls,S,NY,12436,Greene,0.08
5856,Halcottsville,S,NY,12438,Delaware,0.08
5857,Hensonville,S,NY,12439,Greene,0.08
5858,East Windham,S,NY,12439,Greene,0.08
5859,High Falls,S,NY,12440,Ulster,0.08
5860,Highmount,S,NY,12441,Ulster,0.08
5861,Hunter,S,NY,12442,Greene,0.08
5862,South Jewett,S,NY,12442,Greene,0.08
5863,Jewett Center,S,NY,12442,Greene,0.08
5864,Hurley,S,NY,12443,Ulster,0.08
5865,Jewett,S,NY,12444,Greene,0.08
5866,Kerhonkson,S,NY,12446,Ulster,0.08
5867,Cherrytown,S,NY,12446,Ulster,0.08
5868,Granite,S,NY,12446,Ulster,0.08
5869,Lake Hill,S,NY,12448,Ulster,0.08
5870,Lake Katrine,S,NY,12449,Ulster,0.08
5871,Lanesville,S,NY,12450,Greene,0.08
5872,Leeds,S,NY,12451,Greene,0.08
5873,Lexington,S,NY,12452,Greene,0.08
5874,Malden On Hudson,S,NY,12453,Ulster,0.08
5875,Maplecrest,S,NY,12454,Greene,0.08
5876,Margaretville,S,NY,12455,Delaware,0.08
5877,Mount Marion,S,NY,12456,Ulster,0.08
5878,Mount Marion Park,S,NY,12456,Ulster,0.08
5879,Mount Tremper,S,NY,12457,Ulster,0.08
5880,Napanoch,S,NY,12458,Ulster,0.08
5881,New Kingston,S,NY,12459,Delaware,0.08
5882,Oak Hill,S,NY,12460,Greene,0.08
5885,Krumville,S,NY,12461,Ulster,0.08
5883,Olivebridge,S,NY,12461,Ulster,0.08
5884,Samsonville,S,NY,12461,Ulster,0.08
5886,Palenville,S,NY,12463,Greene,0.08
5887,Phoenicia,S,NY,12464,Ulster,0.08
5888,Pine Hill,S,NY,12465,Ulster,0.08
5889,Port Ewen,S,NY,12466,Ulster,0.08
5890,Prattsville,S,NY,12468,Greene,0.08
5891,Red Falls,S,NY,12468,Greene,0.08
5892,Preston Hollow,S,NY,12469,Albany,0.08
5893,Potter Hollow,S,NY,12469,Albany,0.08
5894,Cooksburg,S,NY,12469,Albany,0.08
5895,Bates,S,NY,12469,Albany,0.08
5896,Purling,S,NY,12470,Greene,0.08
5897,Rifton,S,NY,12471,Ulster,0.08
5898,Rosendale,S,NY,12472,Ulster,0.08
5899,Round Top,S,NY,12473,Greene,0.08
5900,Roxbury,S,NY,12474,Delaware,0.08
5901,Ruby,S,NY,12475,Ulster,0.08
5902,Saugerties,S,NY,12477,Ulster,0.08
5903,West Saugerties,S,NY,12477,Ulster,0.08
5904,Shandaken,S,NY,12480,Ulster,0.08
5905,Allaben,S,NY,12480,Ulster,0.08
5906,Shokan,S,NY,12481,Ulster,0.08
5907,Ashokan,S,NY,12481,Ulster,0.08
5908,South Cairo,S,NY,12482,Greene,0.08
5909,Spring Glen,S,NY,12483,Ulster,0.08
5910,Stone Ridge,S,NY,12484,Ulster,0.08
5911,Atwood,S,NY,12484,Ulster,0.08
5912,Tannersville,S,NY,12485,Greene,0.08
5913,Tillson,S,NY,12486,Ulster,0.08
5914,Ulster Park,S,NY,12487,Ulster,0.08
5915,Wawarsing,S,NY,12489,Ulster,0.08
5916,West Camp,S,NY,12490,Ulster,0.08
5917,West Hurley,S,NY,12491,Ulster,0.08
5918,West Kill,S,NY,12492,Greene,0.08
5919,Spruceton,S,NY,12492,Greene,0.08
5920,West Park,S,NY,12493,Ulster,0.08
5921,West Shokan,S,NY,12494,Ulster,0.08
5922,Willow,S,NY,12495,Ulster,0.08
5923,Windham,S,NY,12496,Greene,0.08
5924,Brooksburg,S,NY,12496,Greene,0.08
5925,Woodstock,S,NY,12498,Ulster,0.08
5926,Amenia,S,NY,12501,Dutchess,0.08125
5927,Taghkanic,S,NY,12502,Columbia,0.08
5928,West Taghkanic,S,NY,12502,Columbia,0.08
5929,Ancram,S,NY,12502,Columbia,0.08
5930,Ancramdale,S,NY,12503,Columbia,0.08
5931,Annandale,S,NY,12504,Dutchess,0.08125
5932,Red Hook,S,NY,12504,Dutchess,0.08125
5933,Annandale On Hudson,S,NY,12504,Dutchess,0.08125
5934,Bangall,S,NY,12506,Dutchess,0.08125
5935,Barrytown,S,NY,12507,Dutchess,0.08125
5936,Red Hook,S,NY,12507,Dutchess,0.08125
5937,Beacon,S,NY,12508,Dutchess,0.08125
5938,Dutchess Junction,S,NY,12508,Dutchess,0.08125
5939,Billings,S,NY,12510,Dutchess,0.08125
5940,Castle Point,S,NY,12511,Dutchess,0.08125
5941,Chelsea,S,NY,12512,Dutchess,0.08125
5942,Claverack,S,NY,12513,Columbia,0.08
5943,Clinton Corners,S,NY,12514,Dutchess,0.08125
5944,Upton Lake,S,NY,12514,Dutchess,0.08125
5945,Clintondale,S,NY,12515,Ulster,0.08
5946,Ardonia,S,NY,12515,Ulster,0.08
5947,Copake,S,NY,12516,Columbia,0.08
5948,Copake Falls,S,NY,12517,Columbia,0.08
5949,Cornwall,S,NY,12518,Orange,0.08125
5950,Cornwall On Hudson,S,NY,12520,Orange,0.08125
5951,Craryville,S,NY,12521,Columbia,0.08
5952,Copake Lake,S,NY,12521,Columbia,0.08
5953,Dover Plains,S,NY,12522,Dutchess,0.08125
5954,Dover,S,NY,12522,Dutchess,0.08125
5955,Elizaville,S,NY,12523,Columbia,0.08
5956,Fishkill,S,NY,12524,Dutchess,0.08125
5957,Gardiner,S,NY,12525,Ulster,0.08
5958,Germantown,S,NY,12526,Columbia,0.08
5959,Linlithgo,S,NY,12526,Columbia,0.08
5960,Clermont,S,NY,12526,Columbia,0.08
5961,Blue Stores,S,NY,12526,Columbia,0.08
5962,Glenham,S,NY,12527,Dutchess,0.0812
5963,Highland,S,NY,12528,Ulster,0.08
5964,Lloyd,S,NY,12528,Ulster,0.08
5965,Hillsdale,S,NY,12529,Columbia,0.08
5966,North Hillsdale,S,NY,12529,Columbia,0.08
5967,Hollowville,S,NY,12530,Columbia,0.08
5968,Holmes,S,NY,12531,Dutchess,0.08125
5969,Whaley Lake,S,NY,12531,Dutchess,0.08125
5970,Hopewell Junction,S,NY,12533,Dutchess,0.08125
5971,Wiccopee,S,NY,12533,Dutchess,0.08125
5972,East Fishkill,S,NY,12533,Dutchess,0.08125
5973,Sylvan Lake,S,NY,12533,Dutchess,0.08125
5974,Hudson,S,NY,12534,Columbia,0.08
5975,Hughsonville,S,NY,12537,Dutchess,0.08125
5976,Hyde Park,S,NY,12538,Dutchess,0.08125
5977,East Park,S,NY,12538,Dutchess,0.08125
5978,Lagrangeville,S,NY,12540,Dutchess,0.08125
5979,La Grange,S,NY,12540,Dutchess,0.08125
5980,Livingston,S,NY,12541,Columbia,0.08125
5981,Marlboro,S,NY,12542,Ulster,0.08125
5982,Marlborough,S,NY,12542,Ulster,0.08125
5983,Maybrook,S,NY,12543,Orange,0.08125
5984,Mellenville,S,NY,12544,Columbia,0.08
5985,Millbrook,S,NY,12545,Dutchess,0.08125
5986,Mabbettsville,S,NY,12545,Dutchess,0.08125
5987,South Millbrook,S,NY,12545,Dutchess,0.08125
5988,Millerton,S,NY,12546,Dutchess,0.08125
5989,Milton,S,NY,12547,Ulster,0.08
5990,Modena,S,NY,12548,Ulster,0.08
5991,Montgomery,S,NY,12549,Orange,0.08125
5992,Newburgh,S,NY,12550,Orange,0.08125
5993,Middle Hope,S,NY,12550,Orange,0.08125
5994,Balmville,S,NY,12550,Orange,0.08125
5995,Roseton,S,NY,12550,Orange,0.08125
5996,West Newburgh,S,NY,12550,Orange,0.08125
5997,Newburgh,S,NY,12551,Orange,0.08125
5998,Newburgh,S,NY,12552,Orange,0.08125
5999,New Windsor,S,NY,12553,Orange,0.08125
6000,Newburgh,S,NY,12553,Orange,0.08125
6001,Mid Hudson,S,NY,12555,Orange,0.08125
6002,New Paltz,S,NY,12561,Ulster,0.08
6003,Patterson,S,NY,12563,Putnam,0.07375
6004,Pawling,S,NY,12564,Dutchess,0.08125
6005,Quaker Hill,S,NY,12564,Dutchess,0.08125
6006,Philmont,S,NY,12565,Columbia,0.08
6007,Pine Bush,S,NY,12566,Orange,0.08125
6008,Pine Plains,S,NY,12567,Dutchess,0.08125
6009,Gallatin,S,NY,12567,Dutchess,0.08125
6010,Shekomeko,S,NY,12567,Dutchess,0.08125
6011,Pulvers Corners,S,NY,12567,Dutchess,0.08125
6012,Plattekill,S,NY,12568,Ulster,0.08
6013,Pleasant Valley,S,NY,12569,Dutchess,0.08125
6014,Poughquag,S,NY,12570,Dutchess,0.08125
6015,Red Hook,S,NY,12571,Dutchess,0.08125
6016,Milan,S,NY,12571,Dutchess,0.08125
6017,Rhinebeck,S,NY,12572,Dutchess,0.08125
6018,Rhinecliff,S,NY,12574,Dutchess,0.08125
6019,Rock Tavern,S,NY,12575,Orange,0.08125
6020,Salisbury Mills,S,NY,12577,Orange,0.08125
6021,Salt Point,S,NY,12578,Dutchess,0.01825
6022,Staatsburg,S,NY,12580,Dutchess,0.08125
6023,Stanfordville,S,NY,12581,Dutchess,0.08125
6024,Stormville,S,NY,12582,Dutchess,0.08125
6025,Tivoli,S,NY,12583,Dutchess,0.08125
6026,Nevis,S,NY,12583,Dutchess,0.08125
6027,Vails Gate,S,NY,12584,Orange,8125
6028,Verbank,S,NY,12585,Dutchess,0.08125
6029,Walden,S,NY,12586,Orange,0.08125
6030,Walker Valley,S,NY,12588,Ulster,0.08
6031,Wallkill,S,NY,12589,Ulster,0.08
6032,Wappingers Falls,S,NY,12590,Dutchess,0.08125
6033,New Hamburg,S,NY,12590,Dutchess,0.08125
6034,Fishkill Plains,S,NY,12590,Dutchess,0.08125
6035,Wassaic,S,NY,12592,Dutchess,0.08125
6036,Copake,S,NY,12593,Columbia,0.08
6037,West Copake,S,NY,12593,Columbia,0.08
6038,Wingdale,S,NY,12594,Dutchess,0.08125
6039,Poughkeepsie,S,NY,12600,Dutchess,0.08125
6040,Poughkeepsie,S,NY,12601,Dutchess,0.08125
6041,Poughkeepsie,S,NY,12602,Dutchess,0.08125
6042,Poughkeepsie,S,NY,12603,Dutchess,0.08125
6043,Arlington,S,NY,12603,Dutchess,0.08125
6044,Red Oaks Mill,S,NY,12603,Dutchess,0.0825
6045,Poughkeepsie,S,NY,12604,Dutchess,0.08125
6046,Monticello,S,NY,12701,Sullivan,0.075
6047,Sacketts Lake,S,NY,12701,Sullivan,0.075
6048,Barryville,S,NY,12719,Sullivan,0.075
6049,Bethel,S,NY,12720,Sullivan,0.075
6050,Bloomingburg,S,NY,12721,Sullivan,0.075
6051,Burlingham,S,NY,12722,Sullivan,0.075
6052,Callicoon,S,NY,12723,Sullivan,0.075
6053,Callicoon Center,S,NY,12724,Sullivan,0.075
6054,Claryville,S,NY,12725,Sullivan,0.075
6055,Cochecton,S,NY,12726,Sullivan,0.075
6056,Fosterdale,S,NY,12726,Sullivan,0.075
6057,Cochecton Center,S,NY,12727,Sullivan,0.075
6058,Cuddebackville,S,NY,12729,Orange,0.075
6059,Eldred,S,NY,12732,Sullivan,0.075
6060,Fallsburg,S,NY,12733,Sullivan,0.075
